loan_amnt,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,loan_status,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc
10000,19.99,E,Manager,5 years,RENT,71500,Charged Off,16.83,May-09,12,0,6351,49.6,16
9125,14.09,B,Sysco Chicago,5 years,MORTGAGE,66557,Fully Paid,21.62,Oct-00,11,0,8696,77.6,38
17625,10.99,B,Engineer,10+ years,OWN,125000,Fully Paid,9.75,Jun-85,9,0,19632,48.4,39
6500,10.28,C,Cartus,< 1 year,OWN,45000,Fully Paid,5.87,Dec-02,6,0,5607,42.2,7
22575,20.49,E,welder,5 years,MORTGAGE,55000,Fully Paid,33.01,Mar-04,11,0,6315,62.5,28
5600,10.99,B,Reporter,2 years,RENT,52400,Fully Paid,31.58,Mar-94,8,0,7156,61.2,55
19200,16.49,D,signal maintainer,3 years,MORTGAGE,70000,Fully Paid,27.88,Feb-08,14,0,17160,46.3,27
10000,9.17,B,Independant Agent,4 years,RENT,45000,Charged Off,30.77,Jan-89,15,3,5080,31,35
20000,21,E,American electric and power,2 years,MORTGAGE,65000,Fully Paid,17.68,Apr-01,12,0,24893,76.6,36
17475,14.33,C,Macquarie Capital,1 year,RENT,400000,Fully Paid,5.1,Mar-03,12,0,27907,59.1,16
11200,11.67,B,Assistant Dean of Admissions,5 years,RENT,81000,Fully Paid,21.37,Jul-00,15,0,8631,53.3,54
10000,7.69,A,owner,8 years,MORTGAGE,80000,Fully Paid,15.63,Feb-00,10,0,12393,43.9,16
18000,22.4,E,ceva logistica,1 year,MORTGAGE,40000,Fully Paid,20.76,Dec-04,7,0,6872,70.8,12
8000,13.11,B,us army rdecom,10+ years,MORTGAGE,115000,Fully Paid,19.09,Apr-94,13,0,16167,86.9,28
15000,6.89,A,BANK TELLER,8 years,MORTGAGE,43000,Fully Paid,25.45,Oct-00,12,0,12677,49.7,19
10000,8.67,B,Driver,3 years,MORTGAGE,70000,Fully Paid,4.92,Nov-01,6,0,2448,13.8,29
21200,10.99,B,Veterans Services Advisor,6 years,MORTGAGE,65000,Fully Paid,16.58,Aug-98,15,0,31137,56.2,63
5000,7.89,A,Office Manager,10+ years,MORTGAGE,100000,Fully Paid,5.42,Sep-00,8,0,22474,78.9,15
7500,10.75,B,Charter Communications,10+ years,MORTGAGE,97000,Fully Paid,5.25,Jun-92,19,0,5053,3.1,45
5000,13.67,B,MONTCLAIR BREAST CENTER,1 year,RENT,65000,Fully Paid,8.25,Oct-99,7,2,4311,48.4,27
9000,12.12,B,KPMG LLP,2 years,RENT,53000,Fully Paid,26.63,Sep-06,20,0,10031,34.2,24
9725,13.99,C,teacher,8 years,MORTGAGE,68000,Fully Paid,17.42,Apr-92,8,3,3746,44.1,13
7500,6.62,A,,9 years,RENT,60000,Fully Paid,11.46,Feb-97,5,1,6132,40.1,11
10000,10.15,B,Senior Engineer,5 years,MORTGAGE,117000,Fully Paid,6.72,Aug-83,9,0,13044,27.6,23
39700,18.25,D,Application Developer,4 years,MORTGAGE,81000,Charged Off,22.85,Nov-99,14,0,55618,61.9,29
21000,7.89,A,Process Manager,10+ years,MORTGAGE,86000,Fully Paid,11.5,Nov-98,13,0,17234,57.4,19
18000,11.99,B,Manager-Business Analysis,10+ years,MORTGAGE,90000,Fully Paid,23.12,Apr-94,9,0,58244,74.1,23
10200,14.65,C,Driver,10+ years,MORTGAGE,67000,Fully Paid,21.14,Apr-04,10,0,9599,82,23
14125,13.68,C,Sauers Buick gmc,6 years,MORTGAGE,72900,Charged Off,19.74,Aug-02,8,0,13170,62.1,28
6700,14.3,C,,,RENT,23545,Fully Paid,14.63,Mar-71,4,1,8736,50.2,10
15000,12.99,C,Licensed Professional Counselor,2 years,MORTGAGE,52000,Fully Paid,28.09,Dec-00,14,0,17537,50.5,43
10000,18.49,D,Lucky Lady Oil Company,7 years,MORTGAGE,140400,Fully Paid,22.01,Dec-98,18,1,8807,38.8,38
15250,16.55,D,Amenities Director,7 years,RENT,54000,Fully Paid,12.91,May-95,5,0,8590,54.4,22
14675,18.85,D,Mansfiel City Scools,10+ years,MORTGAGE,54000,Fully Paid,27.96,Feb-89,15,0,29373,67.4,30
12000,12.12,B,FDNY,6 years,RENT,55000,Fully Paid,9.42,Nov-91,9,0,25202,58.7,11
30000,6.68,A,Trainer,3 years,RENT,95000,Fully Paid,15.89,Sep-96,10,0,8846,26.8,18
20000,8.39,A,Relationship Coordinator,1 year,RENT,73840,Charged Off,10.69,Feb-89,13,0,14558,52.4,27
14000,8.19,A,Project Manager,2 years,RENT,77000,Fully Paid,14.54,Nov-93,13,0,13556,46.6,27
9000,15.31,C,Ronald McDonald HOuse of Indiana,7 years,MORTGAGE,48000,Fully Paid,14.63,Nov-97,8,0,3484,83,25
24000,15.81,C,,10+ years,OWN,120000,Fully Paid,0.62,Sep-05,8,0,0,0,15
12000,6.49,A,COLLECTION MANAGER ,10+ years,RENT,70000,Fully Paid,15.91,Mar-82,13,0,17999,67.9,31
4400,12.61,C,,2 years,RENT,24000,Fully Paid,23.6,Feb-01,5,0,22702,89.7,8
28000,21,E,TIBCO,1 year,MORTGAGE,130000,Charged Off,2.79,Mar-99,4,0,14400,96,8
5300,13.05,B,Mco ground inc,4 years,MORTGAGE,60000,Fully Paid,8.91,Aug-03,11,0,7581,52.6,20
5000,18.49,D,"The Charles Machine Works, INC",9 years,RENT,51200,Fully Paid,11.72,Nov-01,9,0,2826,72.5,28
20000,16.24,C,veterinarian,5 years,RENT,80000,Fully Paid,31.08,May-01,16,0,23761,54.1,23
20000,15.61,C,Director of Quality,2 years,MORTGAGE,140000,Fully Paid,16.78,Oct-93,23,0,26537,31.3,50
10875,21.48,E,Personal Banker,< 1 year,RENT,34000,Fully Paid,35.05,Jun-00,13,0,15051,38.1,40
20000,8.9,A,"Baldwin & Lyons, Inc",10+ years,MORTGAGE,165000,Fully Paid,10.25,Jan-94,17,0,34847,45.5,34
32500,18.25,E,Electronic Technician,3 years,MORTGAGE,65000,Fully Paid,18.04,Aug-03,9,0,8245,53.5,31
10000,12.99,B,Attorney/of counsel,2 years,RENT,150000,Charged Off,14.22,May-89,9,3,4170,70.7,25
20000,7.9,A,Executive VP,6 years,MORTGAGE,150000,Fully Paid,1.86,Aug-98,9,0,7430,30.3,27
9600,14.09,B,"Desert Transplants,P.C.",10+ years,MORTGAGE,47000,Fully Paid,21.29,Dec-95,6,0,10529,67.5,19
8875,15.62,D,home depot,3 years,RENT,26124,Fully Paid,15.39,Apr-07,6,0,6043,78.5,10
30225,19.05,D,Avaya,10+ years,MORTGAGE,68000,Fully Paid,26.14,May-96,14,0,29118,67.1,27
25250,14.49,C,Facilities Manager,4 years,MORTGAGE,83500,Fully Paid,17.03,May-02,7,0,9147,32.7,24
6000,10.16,B,General Dynamics C4 Systems,3 years,MORTGAGE,117000,Fully Paid,13.14,Nov-89,16,0,18619,61.9,38
14075,21.18,E,Teacher,7 years,MORTGAGE,53000,Charged Off,30.59,Jul-07,10,0,13034,89.3,20
8000,16.29,D,Waitress,10+ years,RENT,50000,Charged Off,14.5,Oct-88,8,1,5036,41.3,26
12000,9.17,B,Electromagnetic Spectrum Manager,10+ years,RENT,68000,Fully Paid,14.3,Sep-03,8,0,10060,55,21
14000,13.98,C,Foreman,2 years,MORTGAGE,65668,Fully Paid,17.6,Sep-05,11,1,11969,46.9,18
5000,11.99,C,Teller,< 1 year,RENT,24000,Fully Paid,19.05,Apr-97,10,1,2030,6.9,23
20000,13.33,C,Production foreman,10+ years,MORTGAGE,125000,Charged Off,19.33,Jan-99,13,0,13698,68.1,40
7000,8.49,A,GLAAD,1 year,MORTGAGE,65000,Fully Paid,8.42,Jun-96,7,0,5143,55.3,16
16500,6.03,A,US Department of Commerce/Census Bureau,9 years,MORTGAGE,85000,Fully Paid,23.86,May-76,15,0,17454,32.9,37
27000,12.59,C,Pilot,10+ years,MORTGAGE,107000,Fully Paid,20.04,Dec-85,9,0,18254,56,17
20000,7.9,A,Valley Financial Management,5 years,MORTGAGE,85000,Fully Paid,25.98,Jul-95,8,0,144513,62.7,25
12000,11.55,B,Ford Motor Company,10+ years,MORTGAGE,120000,Fully Paid,8.25,Oct-96,11,0,10122,60.6,19
15000,10.99,B,Admissions Nurse,5 years,MORTGAGE,58000,Fully Paid,20.58,Sep-06,21,0,15757,28,35
10000,17.27,C,McKesson ,7 years,RENT,55000,Fully Paid,24.65,Feb-06,16,0,11382,33.3,25
7000,9.17,B,contractor ,6 years,MORTGAGE,58517,Charged Off,19.13,Aug-96,7,0,4592,52.2,32
24000,9.99,B,Division Manager,10+ years,MORTGAGE,110000,Fully Paid,22.53,May-02,12,0,1276,6.5,32
20000,14.49,C,Dental Hygienist,10+ years,MORTGAGE,65000,Fully Paid,22.34,Aug-96,21,0,18379,38.5,34
11350,19.19,E,Loan officer,4 years,RENT,45000,Charged Off,24.01,Jan-99,29,0,21290,67.4,60
14000,12.12,B,Silverpop Systems Inc.,2 years,MORTGAGE,133900,Fully Paid,16.69,Nov-94,13,0,60803,93.7,40
24000,12.99,C,Parkland Health & Hospital System,4 years,MORTGAGE,285000,Fully Paid,4.73,Jun-98,13,0,32723,43.6,39
10000,12.12,B,Rainbow Hotel and Casino,10+ years,RENT,78000,Fully Paid,14.35,Oct-92,21,0,9179,15.7,34
27050,7.49,A,Fullstack Engineer,< 1 year,RENT,140000,Fully Paid,17.8,Aug-05,11,0,27186,64.9,19
10000,11.67,B,Management,10+ years,MORTGAGE,102000,Charged Off,9.85,May-97,16,0,32824,100.4,39
13000,18.85,D,Cott llc,7 years,MORTGAGE,52000,Charged Off,12.12,Apr-09,8,0,8862,48.2,11
9000,9.17,B,Personal Banker,1 year,RENT,36000,Fully Paid,5.77,Sep-11,5,0,11666,26.9,5
10000,16.99,D,"Assistant Director of Nursing, Emergency",10+ years,MORTGAGE,132000,Fully Paid,9.03,Apr-99,14,0,18985,57.5,42
32000,15.31,C,troublman,10+ years,MORTGAGE,115000,Charged Off,29.45,Oct-02,11,0,22522,81.3,43
16000,20.49,E,Partner,3 years,MORTGAGE,75000,Fully Paid,12.51,Jun-02,7,0,5245,35.2,11
24000,18.64,E,San Marcos CISD,3 years,OWN,47000,Fully Paid,14.6,Sep-88,9,0,20459,53.7,30
11200,6.03,A,Hemet Unified School Distirict,6 years,MORTGAGE,109000,Fully Paid,17.44,Apr-96,12,0,18705,38.3,19
2000,13.67,C,,,MORTGAGE,35000,Fully Paid,33.78,Aug-88,15,0,5959,21.2,23
14675,16.99,D,Front desk manager,7 years,RENT,55000,Fully Paid,29,Apr-05,13,1,7118,41,22
22800,18.55,D,Commercial Insurance Underwriter,5 years,RENT,57000,Fully Paid,18.46,Apr-02,15,0,15989,69.5,23
20000,17.14,D,Carman,8 years,MORTGAGE,65000,Fully Paid,39.11,Mar-04,15,0,112624,65.2,22
11000,12.99,B,locomotive engineer,8 years,MORTGAGE,89000,Fully Paid,13.23,Oct-97,26,1,5558,10.7,61
12500,15.31,C,Museum,1 year,RENT,55000,Fully Paid,19.99,May-03,14,0,19134,77.2,25
9000,15.31,C,Penn National Gaming,8 years,MORTGAGE,95500,Fully Paid,13.7,Mar-01,14,0,19641,64.8,23
24000,8.9,A,Relationship Manager,5 years,MORTGAGE,180000,Fully Paid,9.52,Jul-03,13,0,28931,30.7,21
29000,19.47,D,Unix Systems Administrator/Lead,1 year,MORTGAGE,98000,Fully Paid,13.87,Nov-00,6,0,5817,22.1,20
17700,7.62,A,"Codesly, Inc.",< 1 year,RENT,90000,Fully Paid,10.24,Sep-96,8,0,29822,35.2,13
6025,11.47,B,Test Engineer,3 years,MORTGAGE,80000,Fully Paid,11.27,Apr-01,9,0,15709,59.3,13
11575,15.61,C,Sales Representative,10+ years,MORTGAGE,66000,Fully Paid,23.57,Jun-95,14,0,28212,86,25
21000,17.27,C,Space Photonics,10+ years,RENT,55000,Charged Off,17.28,Sep-97,5,3,15985,81.6,13
13000,13.33,C,direct support,3 years,MORTGAGE,36000,Fully Paid,4.93,Apr-06,19,0,7518,16,32
24000,12.99,C,vice -president,10+ years,MORTGAGE,100000,Fully Paid,18.24,Sep-81,18,0,31211,61.9,34
3600,5.99,A,,10+ years,MORTGAGE,60000,Fully Paid,4.74,Jun-01,8,0,9337,17.9,12
7000,11.55,B,colorado cab co.,1 year,RENT,29000,Fully Paid,4.72,Mar-10,10,0,2073,13,11
4800,12.35,B,univera healthcare,10+ years,RENT,32700,Fully Paid,22.64,Jul-91,10,1,4059,47.8,32
10000,11.36,B,inland label,4 years,RENT,25000,Fully Paid,10.27,Jun-00,6,0,1165,29.9,10
18000,12.99,B,Case MAnager,< 1 year,RENT,40000,Fully Paid,6.03,Oct-98,4,0,11093,62.3,19
21000,16.24,C,IT,10+ years,MORTGAGE,125000,Fully Paid,18.45,Jun-85,12,0,109571,68.7,19
6000,7.26,A,Sales Manager,10+ years,RENT,125000,Fully Paid,10.77,Dec-88,8,0,10677,59.6,18
6000,9.99,B,Sales Associate,10+ years,MORTGAGE,70000,Fully Paid,25.15,Jan-99,12,0,32775,91.6,37
17000,14.72,C,Shorecrest Preparatory School,3 years,RENT,45300,Fully Paid,13.51,Dec-97,7,0,8121,58.4,30
7300,7.9,A,Inpatient Medical Coder/DRG Specialist,10+ years,MORTGAGE,46000,Fully Paid,26.92,Oct-98,20,0,23380,24.5,33
3000,16.59,D,Account Executive,1 year,RENT,37000,Charged Off,17.49,Jul-95,6,1,2300,88.5,9
23000,7.9,A,Senior Manager,1 year,MORTGAGE,135000,Fully Paid,17.49,Oct-87,16,0,42859,41.1,42
20000,13.68,C,emeril's restaurant,10+ years,RENT,46000,Fully Paid,31.36,Sep-00,14,0,17531,64.5,30
5000,12.99,B,State Representative ,2 years,MORTGAGE,55000,Fully Paid,16.93,Aug-99,9,0,3384,32.5,12
14900,10.74,B,DCOR LLC,4 years,MORTGAGE,120000,Fully Paid,10.14,Apr-98,12,0,14319,63.1,28
21050,27.49,F,Portfolio Manager,10+ years,RENT,75000,Fully Paid,15.23,May-03,17,1,7220,35.4,41
4200,18.25,E,Clerk Typist,10+ years,RENT,48172.8,Fully Paid,15.02,May-96,11,1,1780,14.1,30
12500,9.17,B,Systems Specialist,10+ years,RENT,36000,Fully Paid,10.5,Mar-06,5,0,13506,65.6,9
15250,12.12,B,Wynn Resorts Las Vegas,6 years,RENT,39000,Fully Paid,32.4,Apr-00,8,0,19306,56.1,23
12000,18.54,E,Digital Media Operations Administrator,2 years,RENT,40000,Fully Paid,33.78,Jun-06,25,0,10979,71.8,43
5600,13.65,C,Global Process Project Manager,10+ years,MORTGAGE,124000,Fully Paid,7.51,Oct-97,7,0,11770,94.9,27
11100,18.55,D,Outboard technician ,4 years,MORTGAGE,39000,Fully Paid,28.06,Nov-05,17,0,15637,43.1,26
18550,24.5,F,Champion Brands,6 years,MORTGAGE,54000,Charged Off,23.27,Sep-04,13,0,13618,59.5,30
28000,7.12,A,Department Manager,1 year,MORTGAGE,105000,Fully Paid,24.3,Dec-95,11,0,32544,82.4,62
13000,6.54,A,Ralphs Market,10+ years,RENT,27600,Fully Paid,13.61,Feb-00,5,0,12858,51.8,20
6000,13.99,C,Patient Accounts Supervisor ,9 years,RENT,55000,Fully Paid,11.46,Jun-04,7,0,4255,85.1,24
20000,11.67,B,production supervision,10+ years,MORTGAGE,54500,Fully Paid,22.11,Dec-00,11,1,12653,35.4,20
35000,20.99,E,Managing Director,7 years,MORTGAGE,222000,Charged Off,9.78,Oct-98,13,1,137766,57.4,21
23650,14.33,C,State of Arizona,10+ years,RENT,55000,Fully Paid,28.95,Nov-92,7,0,27946,92.5,23
15550,17.57,D,driver,3 years,RENT,43200,Charged Off,14.97,Mar-06,5,1,422,4.7,10
15000,18.84,E,Frac Cordinator,1 year,MORTGAGE,85000,Fully Paid,16.96,Jul-02,15,1,11289,59.7,34
9200,15.61,D,,,RENT,23000,Charged Off,12.94,May-04,3,0,5152,92,6
5000,13.05,B,veolia transportation,5 years,OWN,47000,Fully Paid,34.37,Dec-05,12,0,8056,53.7,16
10000,11.55,B,,,OWN,33440,Fully Paid,25.16,Mar-96,11,1,11130,67,25
11500,10.99,B,l.m.scofield,6 years,MORTGAGE,35000,Fully Paid,10.56,Mar-08,8,0,11805,36.8,18
20050,13.67,B,Registerd Nurse,10+ years,MORTGAGE,75000,Fully Paid,12.85,Dec-91,9,0,33107,80.2,29
15000,12.12,B,"Paradigm Precision,LLC",1 year,RENT,60000,Fully Paid,30.78,Feb-08,7,0,10367,64.8,12
18550,15.31,C,Greg Chapman Motors,8 years,MORTGAGE,50000,Fully Paid,17.93,Feb-02,11,0,13295,49.6,25
12000,17.57,D,Outside Sales Associate,5 years,MORTGAGE,72000,Fully Paid,24.75,Jun-87,17,1,10102,41.9,31
29975,21.18,E,Software Engineer,10+ years,MORTGAGE,70000,Charged Off,22.18,Nov-83,12,0,27089,74.2,22
16000,11.14,B,Ferguson-Florissant School District,7 years,RENT,75000,Fully Paid,15.63,Mar-94,15,0,15670,50.5,31
3425,13.67,B,Memorial University Medical Center,< 1 year,OWN,36000,Fully Paid,33.07,Jun-05,20,0,3442,48.5,27
11200,7.62,A,Data Supervisor,10+ years,MORTGAGE,60000,Fully Paid,11.12,Mar-88,6,0,3517,21,16
21000,11.53,B,Feeder Driver,10+ years,MORTGAGE,106000,Fully Paid,19.63,Apr-02,19,0,23166,55.6,50
4800,10.99,B,,,RENT,20000,Fully Paid,25.97,Oct-95,8,0,9576,79.8,26
35000,17.57,D,Manager,< 1 year,RENT,81000,Fully Paid,20.38,Nov-88,10,0,40350,96.5,36
24000,19.99,E,Facilities,8 years,RENT,69200,Fully Paid,28.81,May-99,13,0,34074,82.9,21
10050,11.99,B,Registar Nurse,2 years,RENT,59000,Fully Paid,12.94,Feb-08,25,0,5820,36.8,35
2400,13.98,C,Lead Creative,9 years,RENT,54000,Fully Paid,30.06,Jul-95,8,0,26484,48.2,9
1000,7.9,A,St.Andrews academy,3 years,MORTGAGE,40000,Fully Paid,17.07,May-93,8,0,3186,24.5,49
18950,12.29,C,Outcomes & PI Analyst,< 1 year,RENT,64000,Fully Paid,33.38,Jan-04,15,0,12811,28.5,31
25725,26.06,G,Supervisor,10+ years,MORTGAGE,133000,Fully Paid,10.62,Sep-02,9,2,6182,88.3,24
16000,10.64,B,Miami Sedation and Cosmetic Dentistry,10+ years,MORTGAGE,100000,Fully Paid,14.65,Jun-06,16,0,12562,46.4,22
20000,14.16,C,Financial Analyst,5 years,MORTGAGE,65000,Fully Paid,19.61,Apr-00,16,0,17152,47.9,27
4000,15.31,C,Intuit,< 1 year,RENT,30000,Fully Paid,4.2,Jan-06,4,0,3278,81.9,7
11475,14.99,C,,,MORTGAGE,26290,Charged Off,25.1,Feb-03,11,0,11522,53.1,16
9000,12.12,B,YOLO,3 years,RENT,40000,Fully Paid,23.28,Jul-00,7,0,4951,59.7,12
15000,8.99,B,Insurance Agent,5 years,MORTGAGE,140000,Fully Paid,17.26,Feb-01,13,0,1755,3.6,51
28000,14.33,C,Amtrak,10+ years,RENT,98000,Fully Paid,9.75,May-98,7,0,17287,95.5,24
35000,18.25,E,Principal,9 years,MORTGAGE,127728,Fully Paid,20.65,Apr-89,12,0,42246,66.2,30
3000,20.5,E,Clerk,4 years,RENT,30000,Fully Paid,18.88,Sep-08,5,0,1552,73.9,8
1200,22.9,E,Sales,4 years,RENT,27000,Fully Paid,27.16,Mar-82,11,1,7860,77.1,17
7000,13.66,C,Hotel Clerk,10+ years,RENT,48681,Fully Paid,10.85,Sep-95,13,0,11856,58.1,41
10000,6.24,A,Logistics manager,1 year,MORTGAGE,82500,Fully Paid,9.65,Mar-04,11,0,7142,19.9,36
22750,6.17,A,CaridianBCT,3 years,MORTGAGE,32004,Fully Paid,4.24,Jan-99,7,0,17546,36,25
24000,11.67,B,Project Manager,10+ years,OWN,114000,Fully Paid,7.12,Aug-00,10,0,26403,66.8,29
31500,22.45,E,Deputy Commissioner,9 years,RENT,130000,Fully Paid,11.63,Feb-97,12,0,13226,79,19
8400,13.11,B,Modern Facilities Serrvies,9 years,RENT,90000,Fully Paid,7.71,Jul-96,5,0,4868,67.6,14
15250,12.68,C,Los Angeles Unified School District,5 years,RENT,38000,Charged Off,29.08,Apr-94,15,0,12535,14,24
8000,10.99,B,DCP,10+ years,MORTGAGE,35000,Fully Paid,14.51,Nov-98,17,0,9062,24.4,39
10000,9.99,B,Tiburon,1 year,RENT,72000,Fully Paid,12.82,Nov-95,9,0,4661,44.4,38
11500,6.03,A,Navigant Consulting,1 year,RENT,70000,Fully Paid,8.04,May-00,17,0,13769,18.7,57
12000,8.19,A,RN,6 years,OWN,50000,Fully Paid,28.61,Dec-99,16,0,11399,25.6,35
10000,16.99,D,Compliance Officer,10+ years,MORTGAGE,300000,Charged Off,6.33,Sep-06,10,0,3224,68.6,17
10000,12.49,B,5th grade teacher,8 years,RENT,45000,Fully Paid,24.24,May-04,9,0,19704,96.1,19
12000,12.99,B,A/P MANAGER,10+ years,RENT,65000,Fully Paid,12,Oct-01,8,0,10333,49,17
20000,10.99,B,FVP/Atlanta LPO Manager,2 years,MORTGAGE,135000,Fully Paid,21.99,Dec-94,22,0,39051,90,44
2400,12.99,C,Exburr Tech,10+ years,RENT,50000,Charged Off,11.07,Jun-07,2,0,5244,87.4,14
20000,7.12,A,Software Engineer,10+ years,MORTGAGE,70000,Fully Paid,21.16,Feb-00,11,0,6874,20.4,33
16000,11.67,B,Counselor,2 years,RENT,39000,Charged Off,22.37,Sep-96,7,0,12049,60.9,12
25000,17.57,D,Production Supervisor,8 years,OWN,70000,Fully Paid,25.92,Feb-91,12,0,17305,55.3,19
10000,17.77,D,Seta Corporation,9 years,RENT,65000,Fully Paid,20.82,Apr-01,12,0,12161,86.9,21
10000,14.46,C,,,MORTGAGE,60000,Fully Paid,34.02,May-00,13,0,6796,45.3,33
7500,12.49,B,Multimedia Host,< 1 year,RENT,35000,Fully Paid,18.05,Apr-09,8,0,5164,74.8,10
3000,12.73,C,Cardinal IG,2 years,RENT,38688,Fully Paid,2.67,Jun-99,4,0,0,7.43,19
17000,13.05,B,d & s leasing (Commonwealth limousine),1 year,RENT,50000,Charged Off,11.06,Jun-05,5,0,19847,89,8
5000,18.55,D,Sales Manager,9 years,MORTGAGE,79098,Fully Paid,6.71,Jan-03,7,0,6167,92,8
9000,15.22,C,FOSTER ELECTRIC CO INC,6 years,RENT,51000,Fully Paid,29.36,Jan-04,8,0,18254,88.6,31
18000,21.99,F,Staff Nurse,10+ years,MORTGAGE,45000,Charged Off,32,Apr-03,16,0,11711,36.8,23
40000,9.16,B,Compliance Officer,2 years,MORTGAGE,125000,Fully Paid,18.1,Apr-91,8,0,84031,94.6,22
6500,17.49,D,Jerry's Deli,4 years,RENT,42000,Fully Paid,7.91,Apr-01,4,0,985,89.5,12
4075,17.57,D,HCP,3 years,OWN,20000,Fully Paid,17.2,Sep-07,10,0,3183,24.1,12
12000,15.8,C,UPMC,3 years,RENT,55000,Charged Off,23.24,Apr-02,19,0,6752,74.2,27
8725,18.24,D,Insurance Examiner,1 year,RENT,88000,Fully Paid,8.25,Dec-05,12,0,4170,55.3,22
12000,6.03,A,Quality Assurance Analyst,2 years,MORTGAGE,67000,Fully Paid,12.11,May-99,12,0,30606,44.2,18
6975,19.24,E,Manger,3 years,MORTGAGE,230000,Fully Paid,8.35,Aug-97,10,0,1653,10.5,23
12000,18.99,D,"Director, Center for Peace Studies and C",2 years,MORTGAGE,69000,Fully Paid,23.72,Oct-99,18,0,7774,36.5,27
10000,16.29,C,SCHAFER LOGISTICS,10+ years,OTHER,42000,Charged Off,17.32,Aug-04,10,0,9359,74.3,10
15000,13.18,C,Manager,8 years,MORTGAGE,126000,Fully Paid,22.14,Mar-87,10,0,2108,6.6,46
16000,23.76,F,Portsmouth Public Schools,2 years,MORTGAGE,40000,Fully Paid,10.2,Oct-03,6,0,17707,63.7,8
9000,6.97,A,Law enforcement Officer,10+ years,MORTGAGE,182000,Fully Paid,9.45,Sep-89,13,0,64791,31.6,41
18000,13.53,B,Police officer,10+ years,RENT,87000,Fully Paid,20.65,Jun-92,9,0,7175,21.1,34
6000,10.99,B,Pricing Analyst,10+ years,MORTGAGE,68000,Fully Paid,19.17,May-03,18,0,22290,57.6,46
12525,17.86,D,maintenance,10+ years,MORTGAGE,35800,Fully Paid,31.98,Jun-00,19,0,24120,58,38
14400,6.03,A,route sales,10+ years,MORTGAGE,61000,Fully Paid,3.93,Jun-99,10,0,9011,29.5,37
35000,13.35,C,Shareholder,10+ years,MORTGAGE,145000,Fully Paid,23.96,Apr-95,23,0,47774,41.8,55
4000,16.99,D,Engineer,10+ years,OWN,135000,Fully Paid,32.2,Sep-95,20,0,60134,86.8,45
15625,20.99,E,Industries,10+ years,MORTGAGE,40000,Charged Off,34.5,Jun-04,12,0,23865,60.9,19
15000,16,E,Vespa Sarasota,2 years,MORTGAGE,50000,Charged Off,7.92,Dec-97,6,0,5918,98.6,17
2000,21.15,E,TUSTIN CARS INC,10+ years,RENT,53000,Charged Off,27.08,May-96,11,0,11732,73.3,30
24000,9.99,B,Systems Analyst,10+ years,MORTGAGE,150000,Fully Paid,5.65,May-98,23,0,28361,27.6,44
12000,7.89,A,Support Engineer,2 years,RENT,80000,Fully Paid,5.87,Jun-05,17,0,6785,20.2,31
10000,8.39,B,Realtor,10+ years,RENT,127847,Fully Paid,9.74,Apr-03,11,2,4727,49.2,26
34000,10.99,B,Director of IT,5 years,RENT,110000,Fully Paid,4.08,Oct-97,16,0,15254,23,32
20000,16.99,D,Computer support ,10+ years,RENT,75000,Charged Off,20.42,Dec-05,18,0,23467,72.4,31
21000,17.57,D,IS&T Service Desk Specialist,10+ years,MORTGAGE,46386,Charged Off,39.07,Oct-02,14,1,8796,80.7,50
8000,6.03,A,Pepco Holdings Inc,4 years,MORTGAGE,81000,Fully Paid,3.02,Apr-96,15,0,8796,11.2,30
16000,19.52,E,Customer service,10+ years,MORTGAGE,56300,Fully Paid,32.42,Nov-94,8,0,17241,110.5,13
16800,12.99,B,Account Group Supervisor,8 years,RENT,103000,Fully Paid,10.69,Sep-88,16,0,2487,2.8,37
7200,13.65,C,SENIOR ADMINISTRATIVE ASSISTANT,5 years,MORTGAGE,49000,Fully Paid,5.58,Oct-94,9,0,6759,51.6,19
12000,7.89,A,Courtroom Clerk,10+ years,MORTGAGE,61000,Fully Paid,18.44,Sep-96,14,1,3355,16.1,34
10050,19.2,D,smoke shop,1 year,RENT,30000,Charged Off,15.32,Dec-06,9,0,18223,87.6,15
30000,13.35,C,Sign Language Interpreter,10+ years,OWN,80000,Fully Paid,15.37,Nov-84,16,0,25870,23.7,42
10000,11.53,B,Engineer ,10+ years,RENT,110000,Fully Paid,6.83,Aug-98,9,0,8850,41,23
7625,13.11,B,Harbor packaging ,10+ years,RENT,43000,Fully Paid,14.9,Feb-00,10,0,13699,46.9,26
35000,16.29,C,NextGen Healthcare Information Systems,4 years,MORTGAGE,104000,Fully Paid,8.52,Jul-99,11,0,30219,67.2,16
15000,10.99,B,Supervisor,10+ years,MORTGAGE,119000,Charged Off,16.3,Jan-95,10,0,51244,70,16
7000,17.77,D,Exide Technologies,10+ years,RENT,30000,Fully Paid,7.56,Oct-06,4,0,5548,46.6,6
9600,12.29,C,Office Manager,< 1 year,MORTGAGE,45760,Fully Paid,9.95,Feb-92,10,1,11060,37.6,16
35000,18.55,E,Industrial Pipe Welder,9 years,RENT,85000,Fully Paid,39.15,May-07,10,0,38916,66.4,23
8000,7.39,A,Counselor,10+ years,OWN,62000,Fully Paid,21.7,Aug-00,7,0,1725,8.6,23
